review_id,store_id,review_raw,timestamp_raw,store_label,review_text,review_date
1780196625-209,Panda_Vivo Y71,"hpnya sudah sampai dgn selamat, kurirnya ramah dan ikut bantu buatkan video unboxing, meskipun hpnya  keluaran 2019 tapi masih baru disegel dan bagus sesuai pesanan Vivo Y66,terima kasih seller sudah amanah",2025-12-10,0,hpnya sudah sampai dengan selamat kurirnya ramah dan ikut bantu buatkan video unboxing meskipun hpnya keluaran 2019 tapi masih baru disegel dan bagus sesuai pesanan vivo y66 terima kasih penjual sudah amanah,2025-12-10 00:00:00
1780196625-273,Panda_Vivo Y71,"Baru, 

android 6",2025-12-10,0,baru android 6,2025-12-10 00:00:00
1780196625-306,Panda_Vivo Y71,goodjob,2025-12-10,0,goodjob,2025-12-10 00:00:00
1780196625-210,Panda_Vivo Y71,bagus Ade saya suka,2025-12-12,0,bagus ade saya suka,2025-12-12 00:00:00
1780196625-301,Panda_Vivo Y71,hp nya sesuai,2025-12-12,0,handphone nya sesuai,2025-12-12 00:00:00
1780196625-305,Panda_Vivo Y71,brang ok,2025-12-12,0,brang ok,2025-12-12 00:00:00
1780196625-307,Panda_Vivo Y71,sangat baik,2025-12-12,0,sangat baik,2025-12-12 00:00:00
1780196625-81,Panda_Vivo Y71,"berjalan lancar, semoga awet... 
pengiriman sangat amat cepat sekalii....",2025-12-13,0,berjalan lancar semoga awet pengiriman sangat amat cepat sekalii,2025-12-13 00:00:00
1780196625-207,Panda_Vivo Y71,"tampilan bagus sekali,kualitas kurang baik, awalnya baik setelah lama nyala hp panas langsung hilang,",2025-12-13,0,tampilan bagus sekali kualitas kurang baik awalnya baik setelah lama nyala handphone panas langsung hilang,2025-12-13 00:00:00
1780196625-215,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3,Pelindung kaca Gorilla Glass 3,",2025-12-14,0,baru segel dan bergaransi pelindung kaca gorilla glass 3 pelindung kaca gorilla glass 3,2025-12-14 00:00:00
1780196625-349,Panda_Vivo Y71,changer nya mati,2025-12-14,0,changer nya mati,2025-12-14 00:00:00
1780196625-229,Panda_Vivo Y71,baru tau kalau vivo ada kw nya tapi untuk harga swgitu murah lah terimakasih,2025-12-15,0,baru tau kalau vivo ada tiruan nya tapi untuk harga swgitu murah lah terima kasih,2025-12-15 00:00:00
1780196625-205,Panda_Vivo Y71,"alhamdulilah, paketnya udah sampai dan barangnya asli dan baru, trimakasi yang punya toko dan lazada sukses selalu",2025-12-18,0,alhamdulilah paketnya udah sampai dan barangnya asli dan baru trimakasi yang punya toko dan lazada sukses selalu,2025-12-18 00:00:00
1780196625-206,Panda_Vivo Y71,"mantap tafi nya panik jaringan nya melalui wfi, gatau nya ada pengaturan nya, srkarang fah normal, mamtap, toko nya amanah.",2025-12-18,0,mantap tafi nya panik jaringan nya melalui wfi gatau nya ada pengaturan nya srkarang fah normal mamtap toko nya amanah,2025-12-18 00:00:00
1780196625-76,Panda_Vivo Y71,"lumayan bagus,cuman pengen yg warna hitam datang malah warna silver,ok gpp semoga awet",2025-12-19,0,lumayan bagus cuman pengen yang warna hitam datang malah warna silver ok tidak apa-apa semoga awet,2025-12-19 00:00:00
1780196625-115,Panda_Vivo Y71,"sangat puas,barang sesuai pesanan. mksh ka",2025-12-19,0,sangat puas barang sesuai pesanan mksh ka,2025-12-19 00:00:00
1780196625-140,Panda_Vivo Y71,barang sesuai amanah,2025-12-19,0,barang sesuai amanah,2025-12-19 00:00:00
1780196625-166,Panda_Vivo Y71,hapenyasi baru luarnya aja dalemnyasi rongsok jualan apa mau nipu konsumen KECEWA saya booss,2025-12-19,0,hapenyasi baru luarnya aja dalemnyasi rongsok jualan apa mau nipu konsumen kecewa saya booss,2025-12-19 00:00:00
1780196625-372,Panda_Vivo Y71,ram 6 yg datang ram 4,2025-12-19,0,ram 6 yang datang ram 4,2025-12-19 00:00:00
1780196625-212,Panda_Vivo Y71,"Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, HP bagus dan murah, terimakasih 🙏",2025-12-20,0,baru segel dan bergaransi pelindung kaca gorilla glass 3 handphone bagus dan murah terima kasih,2025-12-20 00:00:00
1780196625-217,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Desain bodi aluminium, Baru, segel, dan bergaransi,",2025-12-20,0,pelindung kaca gorilla glass 3 desain bodi aluminium baru segel dan bergaransi,2025-12-20 00:00:00
1780196625-310,Panda_Vivo Y71,maaf baru  balas.barng udh  sampai  dengan aman. HP bagus. setelah  diaktifkan dan saya uji dengan menambahkan  1apk saja. mlbb langsung panas dan HP langsung  gk  sabil. Chargernya sangat  jelek setelah  melakukan pengisian  baterai  sampai 10jam. hpnya cocok  untuk  you tube dan whatsapp  saja,2025-12-20,0,maaf baru balas barng udh sampai dengan aman handphone bagus setelah diaktifkan dan saya uji dengan menambahkan 1apk saja mlbb langsung panas dan handphone langsung tidak sabil chargernya sangat jelek setelah melakukan pengisian baterai sampai 10jam hpnya cocok untuk you tube dan whatsapp saja,2025-12-20 00:00:00
1780196625-109,Panda_Vivo Y71,bintang yang bicara.. berpungsi semoga awet,2025-12-21,0,bintang yang bicara berpungsi semoga awet,2025-12-21 00:00:00
1780196625-357,Panda_Vivo Y71,"Toko  sangat tidak amanah pesan Vivo Y71 Ram 6Gb penyimpanan 128GB, yang dikirim Vivo Y66 Ram 4Gb penyimpanan 64Gb. Kapok beli lagi di toko ini, ditambah pengiriman sangat lama , benar2 tidak puas.",2025-12-21,0,toko sangat tidak amanah pesan vivo y71 ram 6gb penyimpanan 128gb yang dikirim vivo y66 ram 4gb penyimpanan 64gb kapok beli lagi di toko ini ditambah pengiriman sangat lama benar2 tidak puas,2025-12-21 00:00:00
1780196625-80,Panda_Vivo Y71,"penjual  amanah,  harga murah  tapi  ga murahan.  terima kasih.  aku suka.",2025-12-23,0,penjual amanah harga murah tapi tidak murahan terima kasih aku suka,2025-12-23 00:00:00
1780196625-62,Panda_Vivo Y71,"sangat memuaskan dengan harga yg sngat terjangkau 
barang sesusi gk ada lecet.y sama sekali jadi jngan ragu....",2025-12-24,0,sangat memuaskan dengan harga yang sngat terjangkau barang sesusi tidak ada lecet y sama sekali jadi jngan ragu,2025-12-24 00:00:00
1780196625-65,Panda_Vivo Y71,"sesuai pesanan mkshBaru, segel, dan bergaransi,",2025-12-24,0,sesuai pesanan mkshbaru segel dan bergaransi,2025-12-24 00:00:00
1780196625-61,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Baru, segel, dan bergaransi, Desain bodi aluminium, Pelindung kaca Gorilla Glass 3,",2025-12-25,0,kapasitas baterai 3360mah baru segel dan bergaransi desain bodi aluminium pelindung kaca gorilla glass 3,2025-12-25 00:00:00
1780196625-64,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh,",2025-12-25,0,kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi kapasitas baterai 3360mah,2025-12-25 00:00:00
1780196625-59,Panda_Vivo Y71,bagus kk hp ya lumayan lah harga sgtu buat jualan online ayam geprek saya nti klau smpet saya kirim video ya...maaf y kk baru kirim ulasan ya...makasih 🤗🤗,2025-12-26,0,bagus kk handphone ya lumayan lah harga sgtu buat jualan online ayam geprek saya nti klau smpet saya kirim video ya maaf y kk baru kirim ulasan ya makasih,2025-12-26 00:00:00
1780196625-203,Panda_Vivo Y71,"Desain bodi aluminium, Pelindung kaca Gorilla Glass 3, Alhamdulillah pesanan sampai dan sudah diambil sama teman, pertama di kirim baterai nya lowbat, sempat kesel tapi berikut nya langsung bisa nyala.. terima kasih",2025-12-26,0,desain bodi aluminium pelindung kaca gorilla glass 3 alhamdulillah pesanan sampai dan sudah diambil sama teman pertama di kirim baterai nya lowbat sempat kesel tapi berikut nya langsung bisa nyala terima kasih,2025-12-26 00:00:00
1780196625-204,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, 8, Alhamdulillah terus amanah biar berkah",2025-12-26,0,kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi pelindung kaca gorilla glass 3 8 alhamdulillah terus amanah biar berkah,2025-12-26 00:00:00
1780196625-63,Panda_Vivo Y71,makasih byk lazada  barang utuh GK ada yg kurang..mkasih tokoya amanah.. lain waktu beli lagi,2025-12-27,0,makasih byk lazada barang utuh tidak ada yang kurang mkasih tokoya amanah lain waktu beli lagi,2025-12-27 00:00:00
1780196625-82,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Kapasitas baterai 3360mAh,",2025-12-27,0,pelindung kaca gorilla glass 3 kapasitas baterai 3360mah,2025-12-27 00:00:00
1780196625-129,Panda_Vivo Y71,terimakasih banyak ya boss,2025-12-27,0,terima kasih banyak ya boss,2025-12-27 00:00:00
1780196625-56,Panda_Vivo Y71,"Alhamdulillah pesanan saya sudah saya terima. aaf baru bisa memberikan ulasannya.
Barang Gress masih di segel, dan sesuai pesanan. cukup puas dengan harga sangat murah dapat hp Vivo",2025-12-28,0,alhamdulillah pesanan saya sudah saya terima aaf baru bisa memberikan ulasannya barang gress masih di segel dan sesuai pesanan cukup puas dengan harga sangat murah dapat handphone vivo,2025-12-28 00:00:00
1780196625-57,Panda_Vivo Y71,"semua ok . pesen hitam datang putih . tapi ndak Apa Apa . lumayan Harga segitu .  staff baik sekali Dan ramah 🙏 . maksih seller ,  Baru, segel, dan bergaransi,",2025-12-28,0,semua ok pesen hitam datang putih tapi ndak apa apa lumayan harga segitu staff baik sekali dan ramah maksih penjual baru segel dan bergaransi,2025-12-28 00:00:00
1780196625-202,Panda_Vivo Y71,alkamdulillah dah nyampai hpnya Masih segelan . semoga semua ok . Karena Harganya super murah entah itu stock lama atau rakitan semoga baik baik saja . sempet Ragu. pesen dua semua Sampai . makasih seller 🙏,2025-12-28,0,alkamdulillah dah nyampai hpnya masih segelan semoga semua ok karena harganya super murah entah itu stock lama atau rakitan semoga baik baik saja sempet ragu pesen dua semua sampai makasih penjual,2025-12-28 00:00:00
1780196625-58,Panda_Vivo Y71,barang nya udah sampai sesuai pesanan Reselles nya amanah peking nya rapi kurir nya juga ramah makasih banyak semua nya aku pasti akan berlangganan di sini 🙏🙏👍😍,2025-12-30,0,barang nya udah sampai sesuai pesanan reselles nya amanah peking nya rapi kurir nya juga ramah makasih banyak semua nya aku pasti akan berlangganan di sini,2025-12-30 00:00:00
1780196625-143,Panda_Vivo Y71,mantap makasi,2025-12-30,0,mantap makasi,2025-12-30 00:00:00
1780196625-67,Panda_Vivo Y71,trimakasih barang sesuai pesanan.lain kali beli lagi di sini karna tokonya amanah,2025-12-31,0,trimakasih barang sesuai pesanan lain kali beli lagi di sini karna tokonya amanah,2025-12-31 00:00:00
1780196625-358,Panda_Vivo Y71,"baru sehari Udah ga bisa di pasang SIM-card, terus apk playstornya ga komplit aplikasinya, kecewa",2026-01-01,0,baru sehari udah tidak bisa di pasang sim card terus apk playstornya tidak komplit aplikasinya kecewa,2026-01-01 00:00:00
1780196625-178,Panda_Vivo Y71,Hp rusak tidak bisa hidup meski seharian di cas,2026-01-02,0,handphone rusak tidak bisa hidup meski seharian di cas,2026-01-02 00:00:00
1780196625-86,Panda_Vivo Y71,mantapp.. berfungsi dgn baik. semoga awett terimakasih,2026-01-03,0,mantapp berfungsi dengan baik semoga awett terima kasih,2026-01-03 00:00:00
1780196625-199,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Baru, segel, dan bergaransi, sempet was 2 tp alhamdulillah seller amanah.smga berfungsi dgn baik.recomend ya",2026-01-03,0,pelindung kaca gorilla glass 3 baru segel dan bergaransi sempet was 2 tapi alhamdulillah penjual amanah smga berfungsi dengan baik recomend ya,2026-01-03 00:00:00
1780196625-54,Panda_Vivo Y71,"Desain bodi aluminium, Pelindung kaca Gorilla Glass 3,",2026-01-05,0,desain bodi aluminium pelindung kaca gorilla glass 3,2026-01-05 00:00:00
1780196625-87,Panda_Vivo Y71,"Desain bodi aluminium, Baru, segel, dan bergaransi,",2026-01-06,0,desain bodi aluminium baru segel dan bergaransi,2026-01-06 00:00:00
1780196625-280,Panda_Vivo Y71,pokonya is the beast,2026-01-07,0,pokonya is the beast,2026-01-07 00:00:00
1780196625-146,Panda_Vivo Y71,"Baru, segel, dan bergaransi, tapi knp y ini pas mo buat TLP vc,atau kirim pesan suara,g da suara y, mikrofon y jlk,g ada suara y SM sx,tp KLO buat YouTube ada,buat rekam suara pun g jln denyut y
awal buka baik semua,pas mo Wa,vc g da suara",2026-01-08,0,baru segel dan bergaransi tapi knp y ini pas mo buat tlp vc atau kirim pesan suara g da suara y mikrofon y jlk g ada suara y sm sx tapi kalau buat youtube ada buat rekam suara pun g jln denyut y awal buka baik semua pas mo wa vc g da suara,2026-01-08 00:00:00
1780196625-267,Panda_Vivo Y71,bagus cuma pengiriman lama sekali 😌,2026-01-08,0,bagus cuma pengiriman lama sekali,2026-01-08 00:00:00
1780196625-60,Panda_Vivo Y71,"baik sesuai orderan.mkshKapasitas baterai 3360mAh, Kamera belakang 13MP dengan lampu kilat,",2026-01-09,0,baik sesuai orderan mkshkapasitas baterai 3360mah kamera belakang 13mp dengan lampu kilat,2026-01-09 00:00:00
1780196625-2,Panda_Vivo Y71,"Lazada emang Asyik , Udah dapet discount dapet voucher pula , gratis ongkir sudah pasti 
Seller juga terpercaya , Respon Chat bertanggung jawab.
Terima kasih
"" kepuasan pembeli adalah Do'a """,2026-01-10,0,lazada emang asyik udah dapet discount dapet voucher pula gratis ongkir sudah pasti penjual juga terpercaya respon chat bertanggung jawab terima kasih kepuasan pembeli adalah do a,2026-01-10 00:00:00
1780196625-53,Panda_Vivo Y71,"Alhamdulillah pesanan sampai dalam waktu yang pas, untung untungan sih, kadang datang hp nya mati gak ada baterai..",2026-01-11,0,alhamdulillah pesanan sampai dalam waktu yang pas untung untungan sih kadang datang handphone nya mati gak ada baterai,2026-01-11 00:00:00
1780196625-211,Panda_Vivo Y71,"Baru, segel dan berfungsi dengan baik cuma pengisian baterai cukup lama selebihnya oke",2026-01-11,0,baru segel dan berfungsi dengan baik cuma pengisian baterai cukup lama selebihnya oke,2026-01-11 00:00:00
1780196625-132,Panda_Vivo Y71,"Baru, segel",2026-01-12,0,baru segel,2026-01-12 00:00:00
1780196625-252,Panda_Vivo Y71,"hp nya bagus Baru, segel, dan bergaransi,",2026-01-13,0,handphone nya bagus baru segel dan bergaransi,2026-01-13 00:00:00
1780196625-55,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium,",2026-01-14,0,kapasitas baterai 3360mah kamera belakang 13mp dengan lampu kilat desain bodi aluminium,2026-01-14 00:00:00
1780196625-264,Panda_Vivo Y71,HP bgus KK baru ngk rugi beli hp ini,2026-01-14,0,handphone bgus kk baru ngk rugi beli handphone ini,2026-01-14 00:00:00
1780196625-309,Panda_Vivo Y71,"Hp tidak support you tube,, sering error, susah di charger, kadang bisa kadang tidak bisa..",2026-01-15,0,handphone tidak support you tube sering error susah di charger kadang bisa kadang tidak bisa,2026-01-15 00:00:00
1780196625-355,Panda_Vivo Y71,barang tidak sesuai sekali beli d sni kcwa banget parah ini toko hp cina males belanja dsni lagi klau jualan yg jujur kenapa,2026-01-17,0,barang tidak sesuai sekali beli d sni kcwa banget parah ini toko handphone cina males belanja dsni lagi klau jualan yang jujur kenapa,2026-01-17 00:00:00
1780196625-356,Panda_Vivo Y71,"kurang bagus, belum dua hari sudah bikin kesal, tombol on/off tidak berpungsi, pengisian daya dua hari dua malam hanya terisi separoh",2026-01-17,0,kurang bagus belum dua hari sudah bikin kesal tombol on off tidak berpungsi pengisian daya dua hari dua malam hanya terisi separoh,2026-01-17 00:00:00
1780196625-363,Panda_Vivo Y71,"kurang bagus , datang bagus dua hari langsung mati",2026-01-17,0,kurang bagus datang bagus dua hari langsung mati,2026-01-17 00:00:00
1780196625-334,Panda_Vivo Y71,kualitas Hp tidak bagus  anti gores baret baret hp juga seperti  refurbish,2026-01-18,0,kualitas handphone tidak bagus anti gores baret baret handphone juga seperti refurbish,2026-01-18 00:00:00
1780196625-136,Panda_Vivo Y71,mohon di tindak lanjuti return nya.. karena barang hp TDK sesuai.. tdk bisa di pakai TDK ada jaringan,2026-01-22,0,mohon di tindak lanjuti return nya karena barang handphone tdk sesuai tdk bisa di pakai tdk ada jaringan,2026-01-22 00:00:00
1780196625-257,Panda_Vivo Y71,"barang sesuai , thanks seller",2026-01-22,0,barang sesuai thanks penjual,2026-01-22 00:00:00
1780196625-49,Panda_Vivo Y71,"Baru, segel, dan bergaransi, barang yang datang sesuai dengan yang dipromosikan.",2026-01-24,0,baru segel dan bergaransi barang yang datang sesuai dengan yang dipromosikan,2026-01-24 00:00:00
1780196625-68,Panda_Vivo Y71,"thanks seller dan lazada paket sesuai pesanan, mudah 2 an awet Hpnya",2026-01-27,0,thanks penjual dan lazada paket sesuai pesanan mudah 2 an awet hpnya,2026-01-27 00:00:00
1780196625-196,Panda_Vivo Y71,oke batere kosong isi full baru bisa digunakan dengan harga segini lumayan buat YouTube anak2,2026-01-31,0,oke batere kosong isi full baru bisa digunakan dengan harga segini lumayan buat youtube anak2,2026-01-31 00:00:00
1780196625-249,Panda_Vivo Y71,"Baru, segel, dan bergaransi,",2026-02-03,0,baru segel dan bergaransi,2026-02-03 00:00:00
1780196625-200,Panda_Vivo Y71,ternyata ini replika toh......ini gx asli.mati nyala mati nyala terus.gpp ttp kasih* 5,2026-02-04,0,ternyata ini replika toh ini gx asli mati nyala mati nyala terus tidak apa-apa ttp kasih 5,2026-02-04 00:00:00
1780196625-47,Panda_Vivo Y71,"bagus, like new, namun tidak rekomendasi bagi anak² yang bisa bermain game sambil di charge.. 

sesuai ekspektasi",2026-02-05,0,bagus like new namun tidak rekomendasi bagi anak² yang bisa bermain game sambil di charge sesuai ekspektasi,2026-02-05 00:00:00
1780196625-46,Panda_Vivo Y71,"Produk yang dikirimkan masih bagus dan masih tersegel semoga kualitasnya pun bagus Kapasitas baterai 3360mAh,",2026-02-06,0,produk yang dikirimkan masih bagus dan masih tersegel semoga kualitasnya pun bagus kapasitas baterai 3360mah,2026-02-06 00:00:00
1780196625-43,Panda_Vivo Y71,maaf baru kasih ulasan paket sudah sampai sellernya amanah dan responnya cepat terima kasih semoga awet cuma belum di coba,2026-02-07,0,maaf baru kasih ulasan paket sudah sampai sellernya amanah dan responnya cepat terima kasih semoga awet cuma belum di coba,2026-02-07 00:00:00
1780196625-191,Panda_Vivo Y71,"maap baru ngasih ulasan.buat yang punya bajet minim,jangan ragu beli di toko ini,murah meriah,pesanan sesuai.kelengkapan pulset,dan berpungsi dengan baik,nyaman di pake sehari hari.seler nya ramah,kulir ramah,mantap pokok nya.",2026-02-07,0,maap baru ngasih ulasan buat yang punya bajet minim jangan ragu beli di toko ini murah meriah pesanan sesuai kelengkapan pulset dan berpungsi dengan baik nyaman di pake sehari hari penjual nya ramah kulir ramah mantap pokok nya,2026-02-07 00:00:00
1780196625-189,Panda_Vivo Y71,"Baru, segel, tp baterai cepat hangat. untuk saat ini aman semoga awet. terimakasih sesuai estimasi.",2026-02-10,0,baru segel tapi baterai cepat hangat untuk saat ini aman semoga awet terima kasih sesuai estimasi,2026-02-10 00:00:00
1780196625-44,Panda_Vivo Y71,"hp mendarat dgn selamat hp nya juga bagus mulus g ada cacat pengirimannya jg cepat tp aga kecewa minta warna merah yg dikirim gold trs pas dicoba pake SIM card,sinyal datanya g muncul..😢 tp yaudhlah",2026-02-12,0,handphone mendarat dengan selamat handphone nya juga bagus mulus g ada cacat pengirimannya jg cepat tapi aga kecewa minta warna merah yang dikirim gold trs pas dicoba pake sim card sinyal datanya g muncul tapi yaudhlah,2026-02-12 00:00:00
1780196625-52,Panda_Vivo Y71,"barang sesuai pengiriman cepat,tokonya amanah sukses selalu penjual yang baik👍👍👍👌",2026-02-12,0,barang sesuai pengiriman cepat tokonya amanah sukses selalu penjual yang baik,2026-02-12 00:00:00
1780196625-190,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi, pengiriman barang tepat waktu dan kemasan rapi",2026-02-12,0,kamera belakang 13mp dengan lampu kilat baru segel dan bergaransi pengiriman barang tepat waktu dan kemasan rapi,2026-02-12 00:00:00
1780196625-271,Panda_Vivo Y71,mantap,2026-02-13,0,mantap,2026-02-13 00:00:00
1780196625-236,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3,",2026-02-15,0,pelindung kaca gorilla glass 3,2026-02-15 00:00:00
1780196625-38,Panda_Vivo Y71,"jangan ragu kalau sayang anak beli disini aja
lumayan harga murah kualitas joss buat anak anak oke lah",2026-02-16,0,jangan ragu kalau sayang anak beli disini aja lumayan harga murah kualitas joss buat anak anak oke lah,2026-02-16 00:00:00
1780196625-40,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Pelindung kaca Gorilla Glass 3, Kapasitas baterai 3360mAh,",2026-02-16,0,kamera belakang 13mp dengan lampu kilat pelindung kaca gorilla glass 3 kapasitas baterai 3360mah,2026-02-16 00:00:00
1780196625-39,Panda_Vivo Y71,"aslinya pesen y 55 warna hitam ,tpi yg dtg malah y 66 gold ,tpi gpp barngnya asli vivo dan baru masih segel,semoga awet,syangnya pengiriman  seminggu baru nyampe, lamaaaa banget.",2026-02-19,0,aslinya pesen y 55 warna hitam tapi yang datang malah y 66 gold tapi tidak apa-apa barangnya asli vivo dan baru masih segel semoga awet syangnya pengiriman seminggu baru nyampe lamaaaa banget,2026-02-19 00:00:00
1780196625-366,Panda_Vivo Y71,batre nyah boros barang aman😌,2026-02-20,0,batre nyah boros barang aman,2026-02-20 00:00:00
1780196625-36,Panda_Vivo Y71,"alhamdulillah barangnya sudah keterima barangnya bagus pengiriman cepat barangnya semua baru Baru, segel, dan bergaransi, Kapasitas baterai 3360mAh, kurirnya baik dan ramah makasih lazada semoga bermanfaat amin.",2026-02-24,0,alhamdulillah barangnya sudah keterima barangnya bagus pengiriman cepat barangnya semua baru baru segel dan bergaransi kapasitas baterai 3360mah kurirnya baik dan ramah makasih lazada semoga bermanfaat amin,2026-02-24 00:00:00
1780196625-277,Panda_Vivo Y71,"produk datang smartfren rusak kotak xiaomi, guys hati hati dalam pembelian, gak tahu pihak mana yang bertanggung jawab ini, toko yang tidak jujur atau ekspedisi yang tidak jujur atau lazada kelalaian mengawasi",2026-02-26,0,produk datang smartfren rusak kotak xiaomi guys hati hati dalam pembelian gak tahu pihak mana yang bertanggung jawab ini toko yang tidak jujur atau ekspedisi yang tidak jujur atau lazada kelalaian mengawasi,2026-02-26 00:00:00
1780196625-35,Panda_Vivo Y71,"sebenarnya udah malas belanja di Lazada 
karena udah ga ada gratis ongkir
apalagi diskon,
cuma di toko ini harganya miring
ya lumayanlah 
rekomendasi banget deh di toko ini",2026-02-28,0,sebenarnya udah malas belanja di lazada karena udah tidak ada gratis ongkir apalagi diskon cuma di toko ini harganya miring ya lumayanlah rekomendasi banget deh di toko ini,2026-02-28 00:00:00
1780196625-180,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Baru, segel, dan bergaransi, Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3,",2026-02-28,0,kamera belakang 13mp dengan lampu kilat kapasitas baterai 3360mah baru segel dan bergaransi baru segel dan bergaransi pelindung kaca gorilla glass 3,2026-02-28 00:00:00
1780196625-241,Panda_Vivo Y71,tapi batrenya sampai habis,2026-03-02,0,tapi batrenya sampai habis,2026-03-02 00:00:00
1780196625-370,Panda_Vivo Y71,hpretak,2026-03-03,0,hpretak,2026-03-03 00:00:00
1780196625-255,Panda_Vivo Y71,bagus,2026-03-06,0,bagus,2026-03-06 00:00:00
1780196625-1,Panda_Vivo Y71,kemudahan penggunaan:,2026-03-07,0,kemudahan penggunaan,2026-03-07 00:00:00
1780196625-105,Panda_Vivo Y71,"Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, sayang kamera belakang nya rusak",2026-03-07,0,kapasitas baterai 3360mah pelindung kaca gorilla glass 3 sayang kamera belakang nya rusak,2026-03-07 00:00:00
1780196625-133,Panda_Vivo Y71,sudah d terima dngan utuh..dan barang lumayan lah dngan harga segitu..,2026-03-09,0,sudah d terima dngan utuh dan barang lumayan lah dngan harga segitu,2026-03-09 00:00:00
1780196625-235,Panda_Vivo Y71,makasih sellernya amanah,2026-03-10,0,makasih sellernya amanah,2026-03-10 00:00:00
1780196625-179,Panda_Vivo Y71,"Kamera belakang 13MP dengan lampu kilat, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium,",2026-03-26,0,kamera belakang 13mp dengan lampu kilat pelindung kaca gorilla glass 3 desain bodi aluminium,2026-03-26 00:00:00
1780196625-234,Panda_Vivo Y71,good prodack.,2026-03-29,0,good prodack,2026-03-29 00:00:00
1780196625-31,Panda_Vivo Y71,"untuk produk realpi k, 
hanya saja pesan warna hitam di kirim pink, 
pdhal utk anak laki 🤦🏻‍♀️
untung doi gk papa😁",2026-04-01,0,untuk produk realpi k hanya saja pesan warna hitam di kirim pink pdhal utk anak laki untung doi tidak papa,2026-04-01 00:00:00
1780196625-32,Panda_Vivo Y71,"baterai cepet panas, ko ini hp udah ada email nya ya berarti second ya bukan baruPelindung kaca Gorilla Glass 3,",2026-04-01,0,baterai cepet panas ko ini handphone udah ada email nya ya berarti second ya bukan barupelindung kaca gorilla glass 3,2026-04-01 00:00:00
1780196625-223,Panda_Vivo Y71,baik. mudah2an awet,2026-04-02,0,baik mudah2an awet,2026-04-02 00:00:00
1780196625-29,Panda_Vivo Y71,"Pelindung kaca Gorilla Glass 3, Desain bodi aluminium, Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat,",2026-04-10,0,pelindung kaca gorilla glass 3 desain bodi aluminium baru segel dan bergaransi kamera belakang 13mp dengan lampu kilat,2026-04-10 00:00:00
1780196625-281,Panda_Vivo Y71,"kalo jualan yg bener lah,pesan y71 ram 6/128 yang datang y66 4/64,mau nipu aja",2026-04-11,0,kalo jualan yang bener lah pesan y71 ram 6 128 yang datang y66 4 64 mau nipu aja,2026-04-11 00:00:00
1780196625-354,Panda_Vivo Y71,"baterai boros, jaringan lemot meskipun l sudah menggunakan wifi. beberapa aplikasi seperti tik tok tidak dapat berjalan. sehingga menyebabkan hp mati sendiri. awalnya gak bisa menggunakan wa, alasannya aplikasi tidak resmi. setelah menginstal wa di hp pancingan. Baru lah bisa buka Wa di hp ini. pikir pikir lagi kalau mau beli ya.",2026-04-11,0,baterai boros jaringan lambat meskipun l sudah menggunakan wifi beberapa aplikasi seperti tik tok tidak dapat berjalan sehingga menyebabkan handphone mati sendiri awalnya gak bisa menggunakan wa alasannya aplikasi tidak resmi setelah menginstal wa di handphone pancingan baru lah bisa buka wa di handphone ini pikir pikir lagi kalau mau beli ya,2026-04-11 00:00:00
1780196625-195,Panda_Vivo Y71,barang nya lumayan sesuai kbutuhan... untuk sehari hari,2026-04-16,0,barang nya lumayan sesuai kbutuhan untuk sehari hari,2026-04-16 00:00:00
1780196625-26,Panda_Vivo Y71,hp risa GK bisa baca kartu dijual ktnya ram 6 memori 128 tapi TPI yg dikirim ram  4 /64 mntap emak jdi penipu,2026-04-23,0,handphone risa tidak bisa baca kartu dijual ktnya ram 6 memori 128 tapi tapi yang dikirim ram 4 64 mntap emak jdi penipu,2026-04-23 00:00:00
